Total QI locked,"72,311,886",,,,,,,
"QI locked, not counting liquid lockers","65,758,243",,,,,,,
QI locked by liquid lockers,"6,553,642",,,,,,,
Total QI to be distributed (80%),"57,849,509",,,,,,,
Total BPT tokens for aveQI migration,"9,052,921",,,,,,,
Share of BPTs distributed to non-liquid lockers,90.94%,,,,,,,
Share of BPTs distributed to liquid lockers,9.06%,,,,,,,
Total BPT tokens distributed to non-liquid lockers,"8,232,453",,,,,,,
Total BPT tokens distributed to liquid lockers,"820,468",,,,,,,
,,,,,,,,
address,polygon endblock,amount,share of total BPTs,share of non-liquid locker BPTs,share of liquid locker BPTs,amount of non-liquid locker distribution,amount of liquid locker distribution,type
0xb2ed2b7a5f0cde22d0fda48779230a17de6ca633,98436714,714.59,0.0009882%,0.0010867%,NA,89.4613816,,EOA
0x61f3fd6947ef9a3b2e62e64b71a3e082910d273a,77822325,709.45,0.0009811%,0.0010789%,NA,88.8179105,,EOA
0x8a4a25d8f5b28b016f4dd01dea8a1b5f74dd74d1,78348493,705.14,0.0009751%,0.0010723%,NA,88.2783138,,EOA
0x9a2146004a6bb500d8d139c6c22b81453c7a7aff,77503071,704.37,0.0009741%,0.0010711%,NA,88.1815879,,EOA
0xb646c5599d7d0399d1b83ce1b0e809b646f46d41,63052262,702.82,0.0009719%,0.0010688%,NA,87.9883261,,EOA
0x119cbec59eb0bfb89971fcb96e3b1cad8a66e2d9,90295010,700.44,0.0009686%,0.0010652%,NA,87.6902268,,EOA
0x381196947057d972f10c4c62ba5fef88cc69b092,18759651,700.00,0.0009680%,0.0010645%,NA,87.6348987,,EOA
0x47fbe8c4cdf81419572e236a93931cd6cb1dae45,82920942,700.00,0.0009680%,0.0010645%,NA,87.6348987,,EOA
0x5890efb07d3900ff15f353b72fddc48759356290,26733257,700.00,0.0009680%,0.0010645%,NA,87.6348987,,EOA
0x5461c09d7b61e4beffcd782dc333f102ed7f6e24,90326924,695.87,0.0009623%,0.0010582%,NA,87.1173550,,EOA
0xd62b13e56077e12905fb4ce9e14c2405c0b8a398,53680342,695.43,0.0009617%,0.0010576%,NA,87.0625588,,EOA
0xf525d3a6b0fb8b9fad73787ab62a4d1720169424,42576115,692.52,0.0009577%,0.0010531%,NA,86.6987462,,EOA
0x93b6272cfa3287065c21cd2718ce8a65e4677cc5,82141111,689.19,0.0009531%,0.0010481%,NA,86.2819917,,EOA
0x6d6239f3e39fba103480a2926477330ae02c0e60,52224857,687.66,0.0009510%,0.0010457%,NA,86.0896673,,EOA
0x86c7e05b935ec835610531ae5c716e081fabc828,79943221,687.33,0.0009505%,0.0010452%,NA,86.0484326,,EOA
0x4e36d25114edb822900baf3bee7792bd70b92202,38132008,680.54,0.0009411%,0.0010349%,NA,85.1989168,,EOA
0xdd7d00758841872f8764a0d71a53a04b57f1cb90,24367625,680.38,0.0009409%,0.0010347%,NA,85.1791239,,EOA
0xab8c1b2471308773f1ee07ded9fb79e8ddc9290d,80341017,674.98,0.0009334%,0.0010265%,NA,84.5022027,,EOA
0xed081227187d21bffb62481c75d8cc479f782ef6,101201410,673.27,0.0009311%,0.0010239%,NA,84.2884361,,EOA
0x4f2769e87c7d96ed9ca72084845ee05e7de5dda2,81588566,672.90,0.0009305%,0.0010233%,NA,84.2418607,,EOA
0xb7375b91561dd350e558eca5b008f6c4ca0edc1d,84905858,672.27,0.0009297%,0.0010223%,NA,84.1633309,,EOA
0x202b95180dc3123045b027207b9d6889dfb029a8,84788538,670.19,0.0009268%,0.0010192%,NA,83.9028712,,EOA
0x3437d6c6e251b18852ac520e5e3b6552f12877ec,46482174,667.22,0.0009227%,0.0010147%,NA,83.5306507,,EOA
0x5a041cc043de66d89b5bcbc35c8c233c22042303,39985796,667.17,0.0009226%,0.0010146%,NA,83.5246792,,EOA
0x03188444e0ec5e63d99350baedd479ebcab82f63,54096808,666.41,0.0009216%,0.0010134%,NA,83.4299872,,EOA
0x25d1bf185c0ffba4a0f89a023f989c5788f6e909,81245664,665.53,0.0009204%,0.0010121%,NA,83.3194886,,EOA
0xc92d60af8001b1070ce40337205af18a0bbed142,85147820,664.11,0.0009184%,0.0010099%,NA,83.1422398,,EOA
0x1d0cded12abf148ecf35ac114cda38aee8f82cd9,50086245,661.56,0.0009149%,0.0010060%,NA,82.8221184,,EOA
0xd95a49409529b1ee533c9a1166c9c669f21722e6,106537195,659.33,0.0009118%,0.0010027%,NA,82.5427187,,EOA
0xdcf7afbfe70812c6622bf39cd9800a0b2e6eaef1,79031699,657.32,0.0009090%,0.0009996%,NA,82.2922891,,EOA
0x82c308d8ca08b3a1ef8bcc2b1e9a50e6fea53c2a,82993333,656.77,0.0009082%,0.0009988%,NA,82.2226316,,EOA
0x2d72615eb327e170c04db057fecd5f9a6bc059c1,69811077,655.26,0.0009062%,0.0009965%,NA,82.0337906,,EOA
0x9f920a8c3307625aae5fd7e6647ae8a15d959092,96574766,655.14,0.0009060%,0.0009963%,NA,82.0190047,,EOA
0x3fae23168f8f8d79bf3d24cc64bf34f2399b8715,36074953,654.68,0.0009054%,0.0009956%,NA,81.9612180,,EOA
0xacf3557b58b5d5873a64b07872ac287d3df2ed5e,98626445,654.01,0.0009044%,0.0009946%,NA,81.8770474,,EOA
0x3b94a65c94e60625c0ae3eebed48c3939e0a778e,98390109,652.98,0.0009030%,0.0009930%,NA,81.7482002,,EOA
0xf9ebe622b1f4a5857598c36c81d0caf5bd396715,86411597,651.79,0.0009014%,0.0009912%,NA,81.5987763,,EOA
0x54ed66559c1d1aae9ed77e6487aa6d676613da76,39059090,651.62,0.0009011%,0.0009909%,NA,81.5778736,,EOA
0xf902843e82773842aedcda32902343311b26d95f,84937593,651.56,0.0009010%,0.0009908%,NA,81.5705331,,EOA
0xfcd58cffffbde2db16f9cffc0ca653f3310318e1,84722658,650.23,0.0008992%,0.0009888%,NA,81.4036047,,EOA
0xc55cc7c68cd726019a9e8773a3498dd09a96b5ba,96454062,650.00,0.0008989%,0.0009885%,NA,81.3752630,,EOA
0xfc77577d39bac91d57956338e1ba594fee603dfa,55179562,649.17,0.0008977%,0.0009872%,NA,81.2712392,,EOA
0x4c1278727b01440dcba7ef9d30cc959eb9fb49b1,84603015,647.14,0.0008949%,0.0009841%,NA,81.0178204,,EOA
0x8488f05bb8ca83e5db101e1fd06e3066dc4a12f8,46457221,645.26,0.0008923%,0.0009813%,NA,80.7822635,,EOA
0x73cb48cf053b3c50dd61b07d86617fdb8c070d25,53927812,643.69,0.0008902%,0.0009789%,NA,80.5850245,,EOA
0x442205df6821e5fba901c612180cc77e219f4e09,98178165,643.16,0.0008894%,0.0009781%,NA,80.5191144,,EOA
0x2d52f7bae61912f7217351443ea8a226996a3def,78016214,642.95,0.0008891%,0.0009778%,NA,80.4929219,,EOA
0x753305d80b1a7f77dcddaba1ed4ad3b67eaa9341,81227335,641.78,0.0008875%,0.0009760%,NA,80.3467045,,EOA
0xc28d464578b5dd7f740ad29b1d29c9d72fec1710,67744367,641.78,0.0008875%,0.0009760%,NA,80.3456579,,EOA
0x23e44614d00fa86b1642df1d1c1a624bf4743a23,53845615,640.70,0.0008860%,0.0009743%,NA,80.2112928,,EOA
0x2bf921ae2dd8c49ad4362a78a0bf2052a054f57d,104822877,638.47,0.0008829%,0.0009709%,NA,79.9318846,,EOA
0xe889891cb8a28420ebda196ac7b2bfd8a2821b86,34161733,636.95,0.0008808%,0.0009686%,NA,79.7418338,,EOA
0x7a5509e03b1a9d75a4106900f5a014888833dc91,94898379,636.62,0.0008804%,0.0009681%,NA,79.6996660,,EOA
0x521f4d5649726836ad4273cd0741e2edde1fcdf0,33173275,634.86,0.0008779%,0.0009654%,NA,79.4792879,,EOA
0x4220d7449f104603a5649f11f5550f63c8120961,99674736,630.74,0.0008723%,0.0009592%,NA,78.9642875,,EOA
0x77b6b633b697c366a7bdd5bf53244b2380efaffb,93326483,630.37,0.0008717%,0.0009586%,NA,78.9172147,,EOA
0x82f0faf0be032a18726d5b836d5dab93ba878421,85147736,629.77,0.0008709%,0.0009577%,NA,78.8420104,,EOA
0x1f0e14fd20a5a42362731fa40112ee3de77c4330,85058743,628.09,0.0008686%,0.0009552%,NA,78.6323831,,EOA
0xab9497de5d2d768ca9d65c4efb19b538927f6732,42557007,627.75,0.0008681%,0.0009546%,NA,78.5897352,,EOA
0xf373359a8a2d828a7b165887d2a27218fdaf6200,108091361,626.51,0.0008664%,0.0009528%,NA,78.4348240,,EOA
0xc2119cd3d469afe92d42e8bbd1e2d16e65e85d01,83719575,625.02,0.0008643%,0.0009505%,NA,78.2473560,,EOA
0xc4a6c6d69d95a4d36377e3b1b653c7f584709932,91367512,623.45,0.0008622%,0.0009481%,NA,78.0513965,,EOA
0x5cd842fd9bfad081d77601b3b55dc38b01b27b4a,85581029,623.43,0.0008621%,0.0009481%,NA,78.0494278,,EOA
0x3351b913d9b37abbbfc057224aa38547f485cbed,84812349,622.94,0.0008615%,0.0009473%,NA,77.9869530,,EOA
0x49ff60ca636fbdebea1319dd66934877aa4f8755,96350625,620.95,0.0008587%,0.0009443%,NA,77.7387583,,EOA
0xb6a312b525de98cbd6c73a63e46a1e9acb835c64,87326436,618.96,0.0008560%,0.0009413%,NA,77.4895473,,EOA
0xaf62a9ba55c096858a02490887cb031bc35f5cc1,40372122,615.63,0.0008514%,0.0009362%,NA,77.0723088,,EOA
0x1f2868bb2330c087c49724592aaa8f89097237cf,53548326,615.45,0.0008511%,0.0009359%,NA,77.0504797,,EOA
0xf1e34bdc4d2316f27a5a61e2d5679292faf67a4f,86389934,613.56,0.0008485%,0.0009331%,NA,76.8137380,,EOA
0xa271fe52eceee452f619a4d90273cf31209f43c3,83787990,611.60,0.0008458%,0.0009301%,NA,76.5679003,,EOA
0x3c7904abdfd5974397b6f818e95e50370fc5ac81,77614273,607.49,0.0008401%,0.0009238%,NA,76.0537398,,EOA
0x00c1f22da90f16ecc6a083bdc4904de725436ad0,27867463,605.64,0.0008375%,0.0009210%,NA,75.8215175,,EOA
0xc0a5cdee2fa8cf0a48127aece1dbf82941beef8f,36377356,604.98,0.0008366%,0.0009200%,NA,75.7396729,,EOA
0xcbebaf3df9ae3b48d0f25de3a97cbbfe19c77a1e,33673330,603.29,0.0008343%,0.0009174%,NA,75.5270970,,EOA
0xa4fef58fc4f06c6d84770e1dcc7febdea30fc1bb,24801357,602.83,0.0008336%,0.0009167%,NA,75.4695417,,EOA
0x2dfddc72b4a0b6027282539ed22e6239268c1cfb,77748358,600.67,0.0008307%,0.0009134%,NA,75.1990140,,EOA
0x209fa252bfc56993897923757262b9a8c2a379fc,48637561,600.00,0.0008297%,0.0009124%,NA,75.1156274,,EOA
0x97eda3c9f1e4c7ef743b552ab687aa49fca804c0,96342918,598.60,0.0008278%,0.0009103%,NA,74.9399163,,EOA
0x9ffaa816a11a5e36ba911f157cc8d0734cc4ca2d,41689793,598.41,0.0008275%,0.0009100%,NA,74.9169944,,EOA
0x8abc3d7c9547f91efab69e2d2283c13039acd27e,86379638,598.16,0.0008272%,0.0009096%,NA,74.8851495,,EOA
0x622367ce9f93e4f345e5ad0ea20bcf248d83f51a,95792610,598.09,0.0008271%,0.0009095%,NA,74.8761878,,EOA
0x1d0a4eac1a9cd75a7eb1f1acb019712296519ae1,87424815,591.29,0.0008177%,0.0008992%,NA,74.0253044,,EOA
0x251c891b056c10a60c906675658b8b67646c69fa,44812234,586.85,0.0008115%,0.0008924%,NA,73.4687251,,EOA
0x0076fcc7d245f6c7aaf07238adfb48adc62bdd55,79871127,586.82,0.0008115%,0.0008924%,NA,73.4655346,,EOA
0x94ce1d981e8d5e4472056949a07c7449e9a36f52,96376637,586.77,0.0008114%,0.0008923%,NA,73.4597034,,EOA
0xefa3211261ad3c43696c6cf02c0444f7f407b134,77903228,585.11,0.0008092%,0.0008898%,NA,73.2520125,,EOA
0x39aea1ef657fcd7ba5582bfeaaf799f3cd45accb,44024522,584.51,0.0008083%,0.0008889%,NA,73.1769392,,EOA
0x6287bb7c2dc929943194f54b4306720a8eed8e0c,29845277,584.07,0.0008077%,0.0008882%,NA,73.1211561,,EOA
0xae3c0d48f8fcf4bb35c344a7f695020a545d625f,44756303,583.26,0.0008066%,0.0008870%,NA,73.0199365,,EOA
0xa4fb0cde6f47d08b20f1e4bee65716e685c795af,86407206,582.36,0.0008053%,0.0008856%,NA,72.9066190,,EOA
0xf1b4e82cfc2360e6f84024c20c60514fd4f5de46,45952041,582.11,0.0008050%,0.0008852%,NA,72.8765085,,EOA
0x3435d531862d9f96d5bd9314543d746b8fa989f2,86741784,580.93,0.0008034%,0.0008834%,NA,72.7283203,,EOA
0x64f961eec2ba222dcba8fa354f03e27529b96f5b,91524818,577.15,0.0007981%,0.0008777%,NA,72.2549401,,EOA
0x597bea912e8734e17ddc4f43a489a1472d9459cf,77760393,575.72,0.0007962%,0.0008755%,NA,72.0756223,,EOA
0xb7bfcdc3a2aa2af3fe653c9e8a19830977e1993c,83565817,568.46,0.0007861%,0.0008645%,NA,71.1667133,,EOA
0x8b200f4c81c54d9014b4cda3f16501069fa20ab9,102586943,568.14,0.0007857%,0.0008640%,NA,71.1266635,,EOA
0x02b79df8c38f29f39888557c0a89917fd99ddf77,77132575,567.64,0.0007850%,0.0008632%,NA,71.0645078,,EOA
0x092b87eece2592cdd266f391b59f6f008b5c6778,99147135,567.44,0.0007847%,0.0008629%,NA,71.0395222,,EOA
0x870dc279570833a8c5a72fc7972681db9a96cfb7,86042257,567.24,0.0007844%,0.0008626%,NA,71.0145387,,EOA
0x56babdca2fba5c5832a02f282816f82aff785c44,81974695,565.04,0.0007814%,0.0008593%,NA,70.7383391,,EOA
0x650c0ed459d82335afdad70794b9a61b7795aa6a,55354156,564.89,0.0007812%,0.0008590%,NA,70.7205822,,EOA
0x9cf8f9449717fd57a275ce41c80acaef4c9ff474,32342091,564.21,0.0007802%,0.0008580%,NA,70.6351768,,EOA
0xfc2a6bc52bd725f5a4945002054eddb5f9230d62,30028804,563.71,0.0007796%,0.0008572%,NA,70.5721718,,EOA
0x4846aee6d7c9f176f3f329e01a014c2794e21b92,80454216,562.51,0.0007779%,0.0008554%,NA,70.4223892,,EOA
0x749ff5417d0ba39f53778a5595adff5331ee5e15,28589763,558.71,0.0007726%,0.0008496%,NA,69.9458357,,EOA
0x16ed3bb1fbdda90ea4a75a313d34ad1beebf9668,83025845,558.62,0.0007725%,0.0008495%,NA,69.9347072,,EOA
0x8bceaf6859ebf5f3b6a347461149f1838c231c97,80917164,554.41,0.0007667%,0.0008431%,NA,69.4077216,,EOA
0xba2010e19fa7ca59982a70ff957e1f14c03e2aeb,84624870,551.88,0.0007632%,0.0008393%,NA,69.0910270,,EOA
0x6887b5852847dd89d4c86dfaefab5b0b236dcd8a,84879259,549.25,0.0007596%,0.0008353%,NA,68.7623062,,EOA
0xb6e81350775a4691ddb39e0b97b5cbc61d7d3b0f,39333450,547.47,0.0007571%,0.0008325%,NA,68.5388341,,EOA
0x14f472dc0294752691fbd925d6ba2bf51d9be1fa,105061374,546.95,0.0007564%,0.0008318%,NA,68.4744804,,EOA
0x75e717e55cc26746838c3e2ccc3ccf6b8eb954ec,46927708,546.54,0.0007558%,0.0008311%,NA,68.4233831,,EOA
0x4a79eccdc074ae0c1a5fdca179b560a5e32c3654,34915186,545.52,0.0007544%,0.0008296%,NA,68.2949354,,EOA
0xc38899d01dc59a92e38cbe5feec9fadd0eb063b9,91348325,545.51,0.0007544%,0.0008296%,NA,68.2940285,,EOA
0xf8e1791c202c8ad796e5b15e33e4d066897aa975,80375302,545.10,0.0007538%,0.0008289%,NA,68.2428410,,EOA
0x49f5b5827f834a8a5aa8abbf7d4b63cafa25245b,91891957,543.99,0.0007523%,0.0008273%,NA,68.1033868,,EOA
0x625046246ecd8a49b07d33309c8d7b53cdbdf1db,86624065,543.53,0.0007516%,0.0008266%,NA,68.0457156,,EOA
0x7bb8e5169fb071e062f71cbd12a12788aa02e258,48930104,540.81,0.0007479%,0.0008224%,NA,67.7059194,,EOA
0x95570185f8e95e8b1dd9dda1b47d21addb7ea8d3,53632648,539.42,0.0007460%,0.0008203%,NA,67.5309256,,EOA
0x4a7b835e29a05cb702f4c9bcd03cfc959f21a4cf,108039779,538.83,0.0007451%,0.0008194%,NA,67.4570061,,EOA
0xad2af5071aede2c160338fffad6655c1e2aed715,47258577,537.24,0.0007430%,0.0008170%,NA,67.2589450,,EOA
0x91bc2867c9054a21aa546f648c8fb370aa81f358,78278305,536.53,0.0007420%,0.0008159%,NA,67.1696509,,EOA
0xa6c5a2214fdd7d78cb04004063fe11586eb7a344,49218679,536.30,0.0007417%,0.0008156%,NA,67.1410828,,EOA
0xe6f4ccac6bbc030f4b4735fb9dbd68526096ce3d,84848704,535.08,0.0007400%,0.0008137%,NA,66.9876833,,EOA
0x6908de602bf5b69e9b46227957891ed0ceb59af5,53980391,534.23,0.0007388%,0.0008124%,NA,66.8816502,,EOA
0xb7a0cf71a375fe7a2152ea36a700499dbd993867,98378285,532.00,0.0007357%,0.0008090%,NA,66.6024069,,EOA
0xf0e1dca77b2a40113f3091b7ef6c30feb6405b3f,85166395,530.98,0.0007343%,0.0008075%,NA,66.4749596,,EOA
0x9a80ec4259baf2d62ba5cdea03049f0cc53244a0,48406887,529.38,0.0007321%,0.0008050%,NA,66.2742991,,EOA
0xbfe07a21ccc5cdc5d94067e9002b9a60217b96c6,38281772,529.14,0.0007317%,0.0008047%,NA,66.2438853,,EOA
0x164771ad6de14a6a6834e0c87dd13ce1dde44c1c,77445941,527.17,0.0007290%,0.0008017%,NA,65.9983343,,EOA
0xc54d596176ca6576865b210295a38306c4f79620,86254634,524.84,0.0007258%,0.0007981%,NA,65.7063471,,EOA
0x4b299c959ca9273aba1ee617c1b52c2b62ea88c6,106811250,523.12,0.0007234%,0.0007955%,NA,65.4903341,,EOA
0x1501943d0223db29690323b99a86a6e3cefa1abc,78116061,522.46,0.0007225%,0.0007945%,NA,65.4087550,,EOA
0xc9c026d92314aaa032cf493db1058b143dbf9aff,35068322,512.92,0.0007093%,0.0007800%,NA,64.2133197,,EOA
0xb711f182d3e607096a4dc5960a7c09b1a9697d36,36281860,512.84,0.0007092%,0.0007799%,NA,64.2041152,,EOA
0xdb165deba3cf1b6cab45c357a66e09ba34866573,36696265,512.22,0.0007083%,0.0007789%,NA,64.1259789,,EOA
0xebbe4586ff2b4565cb63732586bebf81ecef6918,91375974,510.23,0.0007056%,0.0007759%,NA,63.8774537,,EOA
0x0456245e55fb96f3cdcfc3856a5679b02cc1edc4,86461247,509.05,0.0007040%,0.0007741%,NA,63.7290884,,EOA
0x840647cb127112d0edb9e6c3ce8e0c083b99516a,56922676,508.44,0.0007031%,0.0007732%,NA,63.6532567,,EOA
0x8e79d8a585a51012d1b32a288a4d81aaa195c3f8,83741687,508.23,0.0007028%,0.0007729%,NA,63.6264516,,EOA
0xac82362174a32fbbad61efcb0f02b9016b20c768,86195172,506.86,0.0007009%,0.0007708%,NA,63.4547200,,EOA
0x7ee567d2ac5dca4c422281deb1e2334a805ba6c1,78532211,504.21,0.0006973%,0.0007668%,NA,63.1236305,,EOA
0xf98f8c1d75b23982aced2ea2aca781d75f946b1d,47499210,504.00,0.0006970%,0.0007664%,NA,63.0971270,,EOA
0xe64757d213ba264d511a85cc9b53a24cc9e10859,83603013,503.92,0.0006969%,0.0007663%,NA,63.0871273,,EOA
0x6f9cd1eb49caefa4044ddb4ba767b188c69c5a00,29774457,502.70,0.0006952%,0.0007645%,NA,62.9347490,,EOA
0x262416dba10bb11b9813b4c5fdca53dfb21fadab,54889936,502.27,0.0006946%,0.0007638%,NA,62.8805570,,EOA
0x00a0847926a77692495774f1c71ba8abef99dd52,97000836,500.07,0.0006915%,0.0007605%,NA,62.6054535,,EOA
0x04e60c358da4d51db8c7be369b94039af465adff,84346323,500.00,0.0006914%,0.0007604%,NA,62.5963562,,EOA
0x18acc7e09e5b4adaf4d51dce21bc2ac616ea9440,102004420,500.00,0.0006914%,0.0007604%,NA,62.5963562,,EOA
0x2b9818303ca6947ed44390d9041c60de63c32127,97103667,500.00,0.0006914%,0.0007604%,NA,62.5963562,,EOA
0xf8eb86a7a64b1becfdc8bfd88cef4ee68ddd82d7,87366235,500.00,0.0006914%,0.0007604%,NA,62.5963562,,EOA
0xfa6c97f0effab1ce8d7cd80eb96ddf2ac6bf0e38,86796685,500.00,0.0006914%,0.0007604%,NA,62.5963562,,EOA
